PROPERTYADDRESS,PROPERTYCITY,PROPERTYZIP,MUNIDESC,SCHOOLDESC,NEIGHDESC,TAXDESC,OWNERDESC,CLASSDESC,USEDESC,LOTAREA,HOMESTEADFLAG,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALEDESC,PREVSALEDATE,PREVSALEPRICE,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLEDESC,STORIES,YEARBLT,EXTFINISH_DESC,ROOFDESC,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE
FREMONT PL,PITTSBURGH,15216,19th Ward - PITTSBURGH,City Of Pittsburgh,11904,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,3240,HOM,,,06-20-1977,21000.0,VALID SALE,,,39500,16500,56000,0,57500,16500,74000,57500,16500,74000,OLD STYLE,2.0,1905.0,Brick,SLATE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
KENNEDY AVE,PITTSBURGH,15214,26th Ward - PITTSBURGH,City Of Pittsburgh,WARD 26 - PERRY SOUTH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,4603,,,11-15-2011,11-15-2011,60000.0,SALE NOT ANALYZ,12-15-2009,18000.0,25000,17300,42300,0,25000,17300,42300,25000,17300,42300,OLD STYLE,2.0,1923.0,Masonry FRAME,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,FAIR,6.0,3.0,1.0,1.0,Central Heat,0.0,0.0
VETERAN ST,PITTSBURGH,15214,26th Ward - PITTSBURGH,City Of Pittsburgh,WARD 26 - PERRY SOUTH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,4397,HOM,,01-10-2006,01-10-2006,28950.0,VALID SALE,05-03-2005,3009.0,24500,16900,41400,0,42500,16900,59400,42500,16900,59400,OLD STYLE,2.0,1910.0,Masonry FRAME,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,1.0,0.0
ROSSMORE AVE,PITTSBURGH,15226,19th Ward - PITTSBURGH,City Of Pittsburgh,11903,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,3300,HOM,,03-28-2008,03-28-2008,74000.0,OTHER INVALID,07-18-1983,0.0,40700,21600,62300,0,58700,21600,80300,58700,21600,80300,OLD STYLE,2.0,1900.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
FORSYTHE ST,PITTSBURGH,15212,27th Ward - PITTSBURGH,City Of Pittsburgh,WARD 27 - MARSHALL - SHADELAND,20 - Taxable,CORPORATION,RESIDENTIAL,SINGLE FAMILY,5250,,,05-05-2014,05-05-2014,23750.0,QUIT CLAIM / SPEC WARRNTY,08-11-2011,18000.0,24400,20000,44400,0,24400,20000,44400,24400,20000,44400,OLD STYLE,2.0,1920.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
JACOB ST,PITTSBURGH,15226,32nd Ward - PITTSBURGH,City Of Pittsburgh,13202,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,5500,HOM,,,06-09-1982,35000.0,VALID SALE,,,25500,30100,55600,0,43500,30100,73600,43500,30100,73600,COLONIAL,2.0,1948.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,1.0
TOMAN AVE,CLAIRTON,15025,2nd Ward - CLAIRTON,Clairton City,CITY OF CLAIRTON,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,12184,HOM,,,08-25-1978,29900.0,VALID SALE,,,30700,8700,39400,0,48700,8700,57400,48700,8700,57400,CAPE COD,1.0,1947.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,0.0,Central Heat,1.0,1.0
SCOTIA ST,PITTSBURGH,15205,Ingram  ,Montour,,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,5292,HOM,,,04-27-1966,0.0,NOT APPLICABLE,,,116000,23000,139000,0,134000,23000,157000,134000,23000,157000,OLD STYLE,2.0,1905.0,Brick,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,7.0,4.0,1.0,1.0,Central Heat with AC,1.0,0.0
BROADWAY AVE,MC KEES ROCKS,15136,McKees Rocks  ,Sto-Rox,84201,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2500,HOM,,,05-17-1989,40000.0,VALID SALE,,,17000,9000,26000,0,35000,9000,44000,35000,9000,44000,COLONIAL,2.0,1961.0,Brick,SHINGLE,Full,D,BELOW AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,1.0
OLD LEBANON CHURCH RD,PITTSBURGH,15236,Pleasant Hills  ,West Jefferson,PLEASANT HILLS BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,5500,HOM,,09-22-2005,09-22-2005,115000.0,VALID SALE,08-12-2002,80500.0,54600,32800,87400,0,72600,32800,105400,72600,32800,105400,CAPE COD,1.0,1952.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,1.0
ELM ST,PITTSBURGH,15221,Wilkinsburg  ,Wilkinsburg Boro,WILKINSBURG BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2886,,,03-18-2011,03-18-2011,1.0,LOVE&AFFECTION,03-04-2010,2000.0,19100,3200,22300,0,19100,3200,22300,19100,3200,22300,OLD STYLE,2.0,1920.0,Brick,SHINGLE,Full,C,AVERAGE,5.0,POOR,POOR,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
BACKBONE RD,SEWICKLEY,15143,Sewickley Heights  ,Quaker Valley,86901,20 - Taxable,CORPORATION,RESIDENTIAL,SINGLE FAMILY,218671,HOM,,,,,,,,1066600,322100,1388700,0,1084600,322100,1406700,1084600,322100,1406700,COLONIAL,1.0,2010.0,Brick,SHINGLE,Full,X,EXCELLENT,3.0,AVERAGE,AVERAGE,9.0,4.0,3.0,1.0,Central Heat with AC,3.0,
MEADOWBROOK DR,BETHEL PARK,15102,Bethel Park  ,Bethel Park,BETHEL PARK,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,20876,HOM,,06-12-2003,06-12-2003,117000.0,OTHER,05-05-1950,0.0,87000,45000,132000,0,105000,45000,150000,105000,45000,150000,BUNGALOW,1.0,1941.0,Brick,SHINGLE,Full,C,AVERAGE,2.0,GOOD,GOOD,6.0,2.0,2.0,0.0,Central Heat with AC,2.0,2.0
KUNTZ ST,NATRONA HEIGHTS,15065,Harrison  ,Highlands,91603,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2000,,,03-28-2012,03-28-2012,22000.0,MULTI-PARCEL SA,02-13-2012,1956.0,37600,2800,40400,0,37600,2800,40400,37600,2800,40400,OLD STYLE,2.0,1900.0,Frame,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,FAIR,6.0,3.0,1.0,1.0,Central Heat,0.0,0.0
ORCHARD ST,MC KEES ROCKS,15136,Stowe  ,Sto-Rox,94903,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,1721,HOM,,,06-29-2000,8838.0,OTHER INVALID,08-31-1998,25000.0,0,1300,1300,0,17600,1700,19300,17600,1700,19300,SEMI DETACHED,2.0,1900.0,Frame,SHINGLE,Crawl,C-,AVERAGE -,4.0,FAIR,FAIR,4.0,1.0,1.0,0.0,Central Heat with AC,0.0,0.0
MELWOOD AVE,PITTSBURGH,15219,6th Ward - PITTSBURGH,City Of Pittsburgh,10601,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2860,,,07-18-2016,07-15-2016,77500.0,TIME ON MARKET,06-05-2006,0.0,43400,23600,67000,0,43400,23600,67000,43400,23600,67000,OLD STYLE,2.0,1900.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,0.0,Central Heat,0.0,0.0
FIRTH ST,PITTSBURGH,15212,24th Ward - PITTSBURGH,City Of Pittsburgh,WARD 24 - SPRING GARDEN,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,4075,HOM,,11-02-2011,11-02-2011,4000.0,SALE NOT ANALYZ,09-20-2006,3500.0,0,2000,2000,0,15000,5000,20000,15000,5000,20000,OLD STYLE,2.0,1930.0,Brick,SHINGLE,Full,D+,BELOW AVERAGE +,4.0,FAIR,FAIR,5.0,2.0,1.0,0.0,Central Heat,0.0,0.0
HALDANE ST,PITTSBURGH,15207,15th Ward - PITTSBURGH,City Of Pittsburgh,11502,20 - Taxable,CORPORATION,RESIDENTIAL,TWO FAMILY,5000,,,,08-20-2002,86500.0,OTHER INVALID,03-05-1974,15750.0,45000,45000,90000,0,45000,45000,90000,45000,45000,90000,MULTI-FAMILY,2.0,1907.0,Frame,ROLL,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,8.0,4.0,2.0,0.0,Central Heat,0.0,1.0
MONTVILLE ST,PITTSBURGH,15214,26th Ward - PITTSBURGH,City Of Pittsburgh,WARD 26 - SUMMER HILL,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2217,HOM,,,05-09-2001,53000.0,OTHER VALID,08-26-1968,0.0,13300,14200,27500,0,31300,14200,45500,31300,14200,45500,SEMI DETACHED,2.0,1930.0,Masonry FRAME,SHINGLE,Part,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,4.0,2.0,1.0,0.0,Central Heat with AC,0.0,0.0
KINGSDALE RD,PITTSBURGH,15221,Churchill  ,Woodland Hills,CHURCHILL BOROUGH,10 - Exempt,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,13900,HOM,,04-21-2014,04-21-2014,179000.0,TIME ON MARKET,10-13-1966,0.0,100800,30200,131000,0,118800,30200,149000,118800,30200,149000,COLONIAL,2.0,1967.0,Brick,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,8.0,4.0,2.0,1.0,Central Heat with AC,1.0,1.0
SHARON DR,PITTSBURGH,15221,Forest Hills  ,Woodland Hills,FOREST HILLS BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,SINGLE FAMILY,7823,,,07-05-2012,07-05-2012,169000.0,SALE NOT ANALYZ,07-05-2012,169000.0,107100,30300,137400,0,107100,30300,137400,107100,30300,137400,COLONIAL,2.0,1960.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,4.0,2.0,0.0,Central Heat with AC,0.0,1.0
WINDSOR RD,PITTSBURGH,15215,Fox Chapel  ,Fox Chapel Area,86802,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,24457,HOM,,,03-25-1953,0.0,NOT APPLICABLE,,,377000,80000,457000,0,395000,80000,475000,395000,80000,475000,CAPE COD,1.5,1953.0,Masonry FRAME,SHINGLE,Full,X,EXCELLENT,2.0,GOOD,GOOD,8.0,4.0,3.0,1.0,Central Heat with AC,1.0,0.0
LONG MEADOW DR,PITTSBURGH,15238,Fox Chapel  ,Fox Chapel Area,86801,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,71874,,,12-03-2015,09-23-2015,1330000.0,QUIT CLAIM / SPEC WARRNTY,07-22-2005,1300000.0,1174900,186400,1361300,0,1174900,186400,1361300,1174900,186400,1361300,COLONIAL,2.0,1994.0,Brick,SHINGLE,Full,X,EXCELLENT,7.0,VERY GOOD,VERY GOOD,11.0,4.0,3.0,2.0,Central Heat with AC,2.0,0.0
CORTLAND DR W,MC KEES ROCKS,15136,Kennedy  ,Montour,91903,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,TOWNHOUSE,2549,HOM,,06-12-2014,06-12-2014,95000.0,QUIT CLAIM / SPEC WARRNTY,10-03-2003,78000.0,41700,21200,62900,0,59700,21200,80900,59700,21200,80900,TOWNHOUSE,2.0,1972.0,Frame,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,1.0,Central Heat with AC,0.0,1.0
HAMIL RD,VERONA,15147,Penn Hills  ,Penn Hills Twp,PENN HILLS TOWNSHIP,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,87120,HOM,,,04-19-1989,0.0,OTHER INVALID,,,0,13300,13300,0,11800,19500,31300,11800,19500,31300,BUNGALOW,1.0,1920.0,Frame,SHINGLE,Full,D,BELOW AVERAGE,4.0,FAIR,FAIR,3.0,2.0,1.0,0.0,Central Heat with AC,0.0,0.0
WILLIAM FLYNN HWY,GLENSHAW,15116,Shaler  ,Shaler Area,94401,20 - Taxable,REGULAR-ETAL,RESIDENTIAL,SINGLE FAMILY,22506,,,06-10-2015,06-05-2015,30000.0,OTHER VALID,09-03-2008,1.0,25000,5000,30000,0,25000,5000,30000,25000,5000,30000,OLD STYLE,2.0,1930.0,Frame,SHINGLE,Part,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,1.0,0.0
CHARCOT ST,PITTSBURGH,15210,16th Ward - PITTSBURGH,City Of Pittsburgh,11603,20 - Taxable,CORPORATION,RESIDENTIAL,SINGLE FAMILY,1497,,,12-12-2016,12-13-2016,10000.0,DATE OF TRANSFER,06-24-2014,15000.0,21500,6500,28000,0,21500,6500,28000,21500,6500,28000,OLD STYLE,1.0,1943.0,Frame,SHINGLE,Full,D,BELOW AVERAGE,2.0,GOOD,FAIR,5.0,2.0,1.0,0.0,Central Heat,0.0,0.0
GREENFIELD AVE,PITTSBURGH,15207,15th Ward - PITTSBURGH,City Of Pittsburgh,11502,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2575,HOM,,,08-08-1968,9500.0,VALID SALE,,,56300,12800,69100,0,74300,12800,87100,74300,12800,87100,OLD STYLE,2.0,1927.0,Frame,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,0.0
EATHAN AVE,PITTSBURGH,15226,19th Ward - PITTSBURGH,City Of Pittsburgh,11903,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,3517,,,06-25-2003,06-25-2003,10500.0,OTHER INVALID,09-05-1984,10500.0,17900,22100,40000,0,17900,22100,40000,17900,22100,40000,BUNGALOW,1.0,1910.0,Frame,SHINGLE,Part,D-,BELOW AVERAGE -,4.0,FAIR,AVERAGE,3.0,1.0,1.0,0.0,Central Heat,1.0,0.0
HIGH OAK PL,PITTSBURGH,15220,20th Ward - PITTSBURGH,City Of Pittsburgh,12001,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,7668,HOM,,10-01-2003,10-01-2003,130000.0,OTHER VALID,03-24-1988,60000.0,91900,30200,122100,0,109900,30200,140100,109900,30200,140100,COLONIAL,2.0,1962.0,Brick,SHINGLE,Full,C,AVERAGE,2.0,GOOD,GOOD,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,1.0
VANKIRK ST,CLAIRTON,15025,2nd Ward - CLAIRTON,Clairton City,CITY OF CLAIRTON,20 - Taxable,REGULAR,RESIDENTIAL,TWO FAMILY,5286,,,,02-15-1954,0.0,NOT APPLICABLE,,,34600,8000,42600,0,34600,8000,42600,34600,8000,42600,MULTI-FAMILY,2.0,1926.0,Frame,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,AVERAGE,8.0,4.0,2.0,1.0,Central Heat,0.0,0.0
FOX CHAPEL RD,PITTSBURGH,15238,Fox Chapel  ,Fox Chapel Area,86801,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,212311,HOM,,05-15-2012,05-15-2012,1.0,LOVE&AFFECTION,06-07-2010,1.0,713200,242800,956000,0,731200,242800,974000,731200,242800,974000,COLONIAL,2.0,1968.0,Brick,SHINGLE,Full,X,EXCELLENT,7.0,VERY GOOD,VERY GOOD,12.0,7.0,5.0,1.0,Central Heat with AC,0.0,0.0
WOODLAND FARMS RD,PITTSBURGH,15238,Fox Chapel  ,Fox Chapel Area,86801,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,57826,HOM,,,07-31-1984,89000.0,VALID SALE,,,291300,180700,472000,0,309300,180700,490000,309300,180700,490000,COLONIAL,2.0,1987.0,Masonry FRAME,SHINGLE,Full,A,VERY GOOD,7.0,VERY GOOD,VERY GOOD,8.0,3.0,3.0,1.0,Central Heat with AC,4.0,2.0
MARY ST,WEST MIFFLIN,15122,West Mifflin  ,West Mifflin Area,WEST MIFFLIN BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,8295,HOM,,10-11-2007,10-11-2007,51750.0,SALE NOT ANALYZ,06-27-2001,10.0,13900,18300,32200,0,31900,18300,50200,31900,18300,50200,BUNGALOW,1.0,1925.0,Frame,SHINGLE,Full,D,BELOW AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
HAZELHURST AVE,PITTSBURGH,15227,Baldwin Boro  ,Baldwin Whitehall,BALDWIN BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,6250,HOM,,11-08-2004,11-08-2004,87000.0,VALID SALE,07-09-2003,1.0,34600,26100,60700,0,52600,26100,78700,52600,26100,78700,OLD STYLE,2.0,1935.0,Frame,SHINGLE,Part,D+,BELOW AVERAGE +,4.0,FAIR,AVERAGE,8.0,4.0,2.0,0.0,Central Heat with AC,0.0,0.0
LIBERTY WAY,ELIZABETH,15037,Lincoln  ,South Allegheny,LINCOLN BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TWO FAMILY,9563,HOM,,09-08-2010,09-08-2010,1.0,LOVE&AFFECTION,12-23-1982,1.0,35400,17000,52400,0,53400,17000,70400,53400,17000,70400,MULTI-FAMILY,1.0,1940.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,9.0,4.0,2.0,0.0,Central Heat,0.0,3.0
MOUNT LEBANON BLVD,PITTSBURGH,15228,Mt.Lebanon  ,Mt Lebanon,MOUNT LEBANON TOWNSHIP,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,9418,,,02-18-2016,02-15-2016,155500.0,OTHER VALID,06-12-1950,0.0,80400,80300,160700,0,80400,80300,160700,80400,80300,160700,RANCH,1.0,1952.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,1.0,Central Heat with AC,1.0,1.0
NAVAHOE DR,PITTSBURGH,15228,Mt.Lebanon  ,Mt Lebanon,MOUNT LEBANON TOWNSHIP,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,18060,HOM,,,08-29-1990,130000.0,VALID SALE,,,67800,91300,159100,0,85800,91300,177100,85800,91300,177100,RANCH,1.0,1953.0,Brick,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,1.0,Central Heat with AC,0.0,1.0
JULIAN DR,PITTSBURGH,15235,Penn Hills  ,Penn Hills Twp,PENN HILLS TOWNSHIP,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,12054,HOM,,,05-26-1993,80000.0,VALID SALE,,,64400,12600,77000,0,82400,12600,95000,82400,12600,95000,COLONIAL,2.0,1960.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,0.0,Central Heat,0.0,2.0
ORR RD,PITTSBURGH,15241,Upper St. Clair  ,Upper St Clair,UPPER ST. CLAIR TOWNSHIP,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,1300267,,,,10-05-1990,1115000.0,VALID SALE,,,1502200,23700,1525900,0,1502200,23700,1525900,1502200,194900,1697100,COLONIAL,2.0,1994.0,Brick,SLATE,Full,X,EXCELLENT,3.0,AVERAGE,VERY GOOD,9.0,4.0,3.0,2.0,Central Heat with AC,2.0,2.0
34TH ST,PITTSBURGH,15201,6th Ward - PITTSBURGH,City Of Pittsburgh,10601,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,ROWHOUSE,945,,,12-03-2013,12-03-2013,60000.0,SALE NOT ANALYZ,04-29-2005,23000.0,100400,10300,110700,0,100400,10300,110700,100400,10300,110700,ROW END,2.0,1900.0,Brick,ROLL,Full,C-,AVERAGE -,2.0,GOOD,GOOD,5.0,3.0,2.0,1.0,Central Heat with AC,0.0,0.0
N NEVILLE ST,PITTSBURGH,15213,7th Ward - PITTSBURGH,City Of Pittsburgh,METROPOLITAN SAHDYSIDE,20 - Taxable,REGULAR-ETAL,RESIDENTIAL,CONDO DEVELOPMENTAL LAND,0,,,11-09-2015,11-02-2015,725000.0,QUIT CLAIM / SPEC WARRNTY,06-06-2011,754987.0,754000,0,754000,0,754000,0,754000,754000,0,754000,CONDO,1.0,2007.0,Brick,ROLL,,X,EXCELLENT,1.0,EXCELLENT,EXCELLENT,5.0,2.0,2.0,1.0,Central Heat with AC,,0.0
KINCAID ST,PITTSBURGH,15224,10th Ward - PITTSBURGH,City Of Pittsburgh,11003,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2000,,,01-07-2016,12-02-2015,20000.0,SHERIFF SALE,02-12-1997,28500.0,36800,24500,61300,0,36800,24500,61300,36800,24500,61300,OLD STYLE,2.0,1910.0,Frame,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,FAIR,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
RUGBY ST,PITTSBURGH,15206,12th Ward - PITTSBURGH,City Of Pittsburgh,11202,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,7769,HOM,,11-08-2004,11-08-2004,46000.0,VALID SALE,01-17-1989,0.0,28700,4300,33000,0,46700,4300,51000,46700,4300,51000,RANCH,1.0,1965.0,Brick,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,FAIR,5.0,3.0,2.0,0.0,Central Heat with AC,0.0,1.0
MONTICELLO ST,PITTSBURGH,15208,13th Ward - PITTSBURGH,City Of Pittsburgh,11303,20 - Taxable,CORPORATION,RESIDENTIAL,SINGLE FAMILY,2325,,,08-03-2009,08-03-2009,1000.0,OTHER,11-02-2006,2069.0,35000,2900,37900,0,35000,2900,37900,35000,2900,37900,OLD STYLE,2.0,1925.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,FAIR,8.0,5.0,1.0,1.0,Central Heat,0.0,0.0
EAST HILLS DR,PITTSBURGH,15221,13th Ward - PITTSBURGH,City Of Pittsburgh,11301,20 - Taxable,REGULAR,RESIDENTIAL,TWO FAMILY,1071,,,,02-27-1998,1.0,LOVE&AFFECTION,,,32500,3000,35500,0,32500,3000,35500,32500,3000,35500,MULTI-FAMILY,2.0,1965.0,Brick,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,FAIR,6.0,2.0,2.0,0.0,Central Heat,0.0,0.0
PARKVIEW BLVD,PITTSBURGH,15217,14th Ward - PITTSBURGH,City Of Pittsburgh,11401,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,5222,HOM,,02-11-2010,02-11-2010,1.0,LOVE&AFFECTION,01-11-2007,431950.0,351800,140100,491900,0,369800,140100,509900,369800,140100,509900,COLONIAL,2.0,2007.0,Brick,SHINGLE,Full,B,GOOD,2.0,GOOD,GOOD,7.0,4.0,3.0,1.0,Central Heat with AC,,
MCCASLIN ST,PITTSBURGH,15217,15th Ward - PITTSBURGH,City Of Pittsburgh,11502,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,6670,,,06-02-2006,06-02-2006,125200.0,VALID SALE,10-28-2003,66903.0,86300,45200,131500,0,86300,45200,131500,86300,45200,131500,COLONIAL,2.0,1940.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,1.0,Central Heat with AC,0.0,1.0
LEXINGTON AVE,PITTSBURGH,15215,Aspinwall  ,Fox Chapel Area,ASPINWALL BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,4000,HOM,,,06-12-1974,0.0,NOT APPLICABLE,,,117300,90000,207300,0,135300,90000,225300,135300,90000,225300,COLONIAL,2.0,1950.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,8.0,4.0,2.0,0.0,Central Heat,1.0,0.0
SHADY AVE,CHESWICK,15024,Cheswick  ,Allegheny Valley,81501,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,8751,HOM,,,09-22-1959,0.0,NOT APPLICABLE,,,59200,35400,94600,0,77200,35400,112600,77200,35400,112600,CAPE COD,1.0,1950.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat with AC,0.0,0.0
MOUND AVE,DRAVOSBURG,15034,Dravosburg  ,McKeesport Area,DRAVOSBURG BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TWO FAMILY,3600,,,,02-21-1992,14250.0,VALID SALE,,,42800,10300,53100,0,42800,10300,53100,42800,10300,53100,MULTI-FAMILY,2.0,1920.0,Brick,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,FAIR,4.0,2.0,2.0,0.0,Central Heat,0.0,0.0
LONGBOW DR,PITTSBURGH,15235,Churchill  ,Woodland Hills,CHURCHILL BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,23994,HOM,,,11-17-1986,100000.0,VALID SALE,,,104100,50400,154500,0,122100,50400,172500,122100,50400,172500,SPLIT LEVEL,1.0,1958.0,Brick,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,9.0,3.0,2.0,1.0,Central Heat,1.0,2.0
HAZEL LN,SEWICKLEY,15143,Edgeworth  ,Quaker Valley,82402,20 - Taxable,REGULAR-ETAL,RESIDENTIAL,SINGLE FAMILY,4327,HOM,,07-01-2014,07-01-2014,261000.0,OTHER INVALID,12-22-2009,165000.0,32400,186600,219000,0,50400,186600,237000,50400,186600,237000,OLD STYLE,2.0,1906.0,Stucco,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,GOOD,6.0,3.0,1.0,1.0,Central Heat,0.0,0.0
WEST RUN RD,HOMESTEAD,15120,Munhall  ,Steel Valley,MUNHALL BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,22099,HOM,,,11-15-2002,85000.0,OTHER VALID,12-12-1975,0.0,61300,19500,80800,0,79300,19500,98800,79300,19500,98800,OLD STYLE,2.0,1941.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,0.0,Central Heat,1.0,3.0
